Cliente [cód],Venda anual,Últim venda,Família
DGTECH INDUSTRIA E COMERCIO LTDA-FILIAL [67310],1569,2025-07-29 00:00:00,IATD
DHANY INDUSTRIAL DE MOLDES LTDA [60307],468.05,2021-08-12 00:00:00,_ASD
DHANY INDUSTRIAL DE MOLDES LTDA [60307],63.84,2021-08-12 00:00:00,PSeI
DHB COMPONENTES AUTOMOTIVOS S/A [30173],366.5,2013-05-28 00:00:00,IATD
DHB COMPONENTES AUTOMOTIVOS S/A [30173],16,2013-01-28 00:00:00,REFL
DHB GLOBAL SISTEMAS AUTOMOTIVOS S/A. [37679],519.1800000000001,2014-09-23 00:00:00,IATD
DHB GLOBAL SISTEMAS AUTOMOTIVOS S/A. [37679],25,2014-12-17 00:00:00,PSeI
DHEXPRESS LOGISTICA AEREA E RODOVIARIA LTDA [53740],250,2020-01-24 00:00:00,_OUT
DHEXPRESS LOGISTICA AEREA E RODOVIARIA LTDA [53740],106.80000000000001,2019-12-13 00:00:00,IATD
DHEXPRESS LOGISTICA AEREA E RODOVIARIA LTDA [53740],12,2019-12-10 00:00:00,PSeI
DHL CONSTRUCOES E INSTALACOES ELETRICAS LTDA [65830],1125,2024-09-27 00:00:00,IATD
DI KASA COMERCIO DE MOVEIS LTDA - ME [47882],88,2017-01-13 00:00:00,IATD
"DI LACCIO, XAVIER SERVICOS E PART S/C LTDA - ME [50770]",391.29999999999995,2018-01-08 00:00:00,IATD
DI SOLLE CUTELARIA LTDA [558],972.9000000000001,2024-06-18 00:00:00,IATD
DI SOLLE CUTELARIA LTDA [558],1652,2022-10-21 00:00:00,TEFL
DIAMANTINA GOULART JRAYJ [53353],36.64,2018-10-23 00:00:00,REFL
DIANDRO MEDINA MACIEL [48154],10,2016-09-28 00:00:00,
DIANE APARECIDA BERTOLDO [62971],150,2023-01-17 00:00:00,IATD
DICTOR BLIND COMERCIO DE ACABAMENTOS LTDA [59409],5,2023-01-31 00:00:00,_ABR
DICTOR BLIND COMERCIO DE ACABAMENTOS LTDA [59409],46.91,2025-08-28 00:00:00,_ASD
DICTOR BLIND COMERCIO DE ACABAMENTOS LTDA [59409],130,2025-03-17 00:00:00,_OUT
DICTOR BLIND COMERCIO DE ACABAMENTOS LTDA [59409],34.07,2025-08-28 00:00:00,ELET
DICTOR BLIND COMERCIO DE ACABAMENTOS LTDA [59409],704.99,2025-06-06 00:00:00,IATD
DICTOR BLIND COMERCIO DE ACABAMENTOS LTDA [59409],281.4,2025-03-17 00:00:00,PAPE
DICTOR BLIND COMERCIO DE ACABAMENTOS LTDA [59409],44.3,2021-06-17 00:00:00,PELI
DICTOR BLIND COMERCIO DE ACABAMENTOS LTDA [59409],272.4,2022-01-27 00:00:00,PLXT
DICTOR BLIND COMERCIO DE ACABAMENTOS LTDA [59409],132,2025-03-17 00:00:00,PSeI
DICTOR BLIND COMERCIO DE ACABAMENTOS LTDA [59409],31.17,2025-01-15 00:00:00,SIKA
DICTOR BLIND COMERCIO DE ACABAMENTOS LTDA [59409],150,2021-08-03 00:00:00,TAPT
DICTOR -MAQUINAS E DECORACOES LTDA - ME [36997],30,2020-08-14 00:00:00,_ASD
DICTOR -MAQUINAS E DECORACOES LTDA - ME [36997],33.71,2019-08-22 00:00:00,_EPI
DICTOR -MAQUINAS E DECORACOES LTDA - ME [36997],152.1,2020-10-07 00:00:00,_OUT
DICTOR -MAQUINAS E DECORACOES LTDA - ME [36997],29.36,2019-08-22 00:00:00,ELET
DICTOR -MAQUINAS E DECORACOES LTDA - ME [36997],280.66,2020-08-14 00:00:00,IATD
DICTOR -MAQUINAS E DECORACOES LTDA - ME [36997],515.83,2020-10-07 00:00:00,PAPE
DICTOR -MAQUINAS E DECORACOES LTDA - ME [36997],291.20000000000005,2019-06-13 00:00:00,PSeI
DICTOR -MAQUINAS E DECORACOES LTDA - ME [36997],120,2018-05-02 00:00:00,SATW
DIDIMO ALVES DE SOUZA NETO - ME [39434],372.05,2021-12-10 00:00:00,_OUT
DIDIMO ALVES DE SOUZA NETO - ME [39434],5.8,2021-01-28 00:00:00,IATD
DIDIMO ALVES DE SOUZA NETO [40895],3.94,2014-06-16 00:00:00,_EPI
DIDIMO ALVES DE SOUZA NETO [40895],904.01,2022-05-10 00:00:00,_OUT
DIDIMO ALVES DE SOUZA NETO [40895],12,2020-09-23 00:00:00,IATD
DIDIMO ALVES DE SOUZA NETO [40895],282.24,2024-09-06 00:00:00,PSeI
DIDIMO ALVES DE SOUZA NETO [40895],45.5,2020-06-16 00:00:00,TAPT
DIDIO & SORDI DIST DE MATERIAIS ELETRICOS LTDA [29262],389.59999999999997,2015-10-28 00:00:00,IATD
DIE WOLKE COMERCIO DE MAQ. DE COSTURA LTDA - ME [43526],7.75,2018-06-15 00:00:00,_ASD
DIE WOLKE COMERCIO DE MAQ. DE COSTURA LTDA - ME [43526],331.62,2025-07-18 00:00:00,_OUT
DIE WOLKE COMERCIO DE MAQ. DE COSTURA LTDA - ME [43526],15.6,2018-06-15 00:00:00,ELET
DIE WOLKE COMERCIO DE MAQ. DE COSTURA LTDA - ME [43526],88.92,2022-08-05 00:00:00,IATD
DIE WOLKE COMERCIO DE MAQ. DE COSTURA LTDA - ME [43526],83.8,2023-11-13 00:00:00,PSeI
DIEFERSON CARLOS MONTEIRO CARNEIRO [55563],4.12,2019-09-11 00:00:00,ELET
DIEFERSON CARLOS MONTEIRO CARNEIRO [55563],31.56,2019-09-11 00:00:00,IATD
DIEGO ABREU TRINDADE [62677],34.98,2022-11-08 00:00:00,SIKA
DIEGO ARAUJO NUNES [39228],45.21,2014-01-07 00:00:00,_OUT
DIEGO ARAUJO NUNES [39228],8.64,2014-01-07 00:00:00,PSeI
DIEGO AUGUSTO DE JESUS PECHECO [51066],135,2017-11-21 00:00:00,IATD
DIEGO AURELIO SOARES 81164602004 [59806],114.31,2021-05-17 00:00:00,_ASD
DIEGO BATISTA MORREIRA [57408],164.37,2021-01-14 00:00:00,_OUT
DIEGO BATISTA MORREIRA [57408],45.66,2021-01-14 00:00:00,PSeI
DIEGO BECKER ANTUNES [54939],17,2022-10-07 00:00:00,_ABR
DIEGO BECKER ANTUNES [54939],602.79,2025-09-05 00:00:00,_ASD
DIEGO BECKER ANTUNES [54939],37,2023-08-15 00:00:00,AUTO
DIEGO BECKER ANTUNES [54939],77.71000000000001,2024-08-22 00:00:00,IATD
DIEGO BECKER ANTUNES [54939],132.61,2022-10-07 00:00:00,PR3M
DIEGO BIEGLER DE OLIVEIRA [59322],599.4,2021-05-20 00:00:00,_EPI
DIEGO CARDOSO CABRAL [55935],30,2022-09-19 00:00:00,IATD
DIEGO CARDOSO CABRAL [55935],45.5,2019-10-29 00:00:00,TAPT
DIEGO CARVALHO [46207],55,2016-01-29 00:00:00,PSeI
DIEGO CONSTANTIN CORREA [35658],37,2013-02-08 00:00:00,AUTO
DIEGO CONTE BRESSAN [55338],102.5,2019-08-12 00:00:00,IATD
DIEGO CORDEIRO DA SILVA [57158],40,2020-05-21 00:00:00,IATD
DIEGO CORREA CORONEL [51164],3,2019-11-04 00:00:00,_ASD
DIEGO CORREA CORONEL [51164],19.9,2019-11-04 00:00:00,FECH
DIEGO CORREA CORONEL [51164],93.26,2019-11-04 00:00:00,IATD
DIEGO D CARLOS PEREIRA NORDIO [34918],73.5,2013-01-22 00:00:00,REFL
DIEGO DA SILVA FRIEDRICH [52419],52.8,2020-11-10 00:00:00,IATD
DIEGO DA SILVA MAYER LOPES [53240],149.8,2018-10-09 00:00:00,IATD
DIEGO DA SILVA VIANA [49591],13,2018-06-15 00:00:00,_ABR
DIEGO DA SILVA VIANA [49591],1509.7000000000003,2019-04-25 00:00:00,_ASD
DIEGO DA SILVA VIANA [49591],30.59,2017-12-04 00:00:00,IATD
DIEGO DIAS DA SILVA [42333],98.96,2020-07-14 00:00:00,_ASD
DIEGO DIAS DA SILVA [42333],4.6,2020-02-07 00:00:00,_EPI
DIEGO DIAS DA SILVA [42333],50,2014-11-04 00:00:00,_OUT
DIEGO DIAS DA SILVA [42333],5,2014-11-04 00:00:00,PSeI
DIEGO DREHER DEXHEIMER [63345],16.2,2025-07-07 00:00:00,_PVC
DIEGO DREHER DEXHEIMER [63345],19,2025-07-07 00:00:00,FECH
DIEGO DREHER DEXHEIMER [63345],30,2023-03-30 00:00:00,IATD
DIEGO DUARTE FERNANDES [54214],863.1,2019-03-07 00:00:00,REFL
DIEGO FAVARIN DA SILVA [47866],386.33,2017-11-06 00:00:00,_ASD
DIEGO FAVARIN DA SILVA [47866],7.7,2016-12-19 00:00:00,_EPI
DIEGO FAVARIN DA SILVA [47866],87.5,2017-03-15 00:00:00,IATD
DIEGO FAVARIN DA SILVA [47866],57.9,2016-08-23 00:00:00,PR3M
DIEGO FERNANDES ALMEIDA DA SILVA [35310],50,2017-08-17 00:00:00,_OUT
DIEGO FERNANDES ALMEIDA DA SILVA [35310],157.5,2018-01-10 00:00:00,AUTO
DIEGO FERNANDES ALMEIDA DA SILVA [35310],10.35,2013-05-13 00:00:00,IATD
DIEGO FERNANDES ALMEIDA DA SILVA [35310],19.6,2018-11-20 00:00:00,PSeI
DIEGO FIUZA PEREIRA [53232],89.67,2025-08-04 00:00:00,_ASD
DIEGO FIUZA PEREIRA [53232],38.57,2022-08-23 00:00:00,IATD
DIEGO FIUZA PEREIRA [53232],5.8,2018-10-08 00:00:00,PSeI
DIEGO GIL SAUSEN [51717],68.31,2025-05-20 00:00:00,_OUT
DIEGO GIL SAUSEN [51717],43.43,2018-02-19 00:00:00,IATD
DIEGO GIL SAUSEN [51717],5.5,2018-02-19 00:00:00,PSeI
DIEGO GONCALVES DA SILVA FERRAGEM [61692],15,2022-09-13 00:00:00,_ASD
DIEGO GONCALVES DA SILVA FERRAGEM [61692],9526.64,2023-01-30 00:00:00,IATD
DIEGO HELLER DOS SANTOS [61880],72.4,2022-07-01 00:00:00,IATD
DIEGO HERNANDES FIGUEIREDO [49685],56.99,2017-05-15 00:00:00,_OUT
DIEGO HERNANDES FIGUEIREDO [49685],54,2017-05-15 00:00:00,PSeI
DIEGO HILARIO SANTOS ZARDIN [55462],378,2021-10-01 00:00:00,IATD
DIEGO JARDIM PETTER FISICO [40123],51.43,2014-03-31 00:00:00,_OUT
DIEGO JARDIM PETTER FISICO [40123],127.58000000000001,2020-09-18 00:00:00,IATD
DIEGO JARDIM PETTER JURIDICO [54880],6,2021-12-14 00:00:00,_PVC
DIEGO JARDIM PETTER JURIDICO [54880],18.5,2024-07-31 00:00:00,AUTO
DIEGO JARDIM PETTER JURIDICO [54880],2093.34,2025-07-21 00:00:00,IATD
DIEGO JARDIM PETTER JURIDICO [54880],19,2023-10-05 00:00:00,PSeI
DIEGO KUSE GIL [52624],39,2018-07-09 00:00:00,IATD
DIEGO LEONARDO SIMONE [47183],38.1,2016-06-02 00:00:00,_ASD
DIEGO LIMAS PASSOS [48256],50,2018-11-28 00:00:00,_OUT
DIEGO LIMAS PASSOS [48256],6.3,2018-06-07 00:00:00,_PVC
DIEGO LIMAS PASSOS [48256],13.3,2018-11-28 00:00:00,IATD
DIEGO LIMAS PASSOS [48256],77.49,2018-11-28 00:00:00,PAPE
DIEGO LUIZ DE SOUZA VISOTO [35906],2,2023-11-07 00:00:00,_PVC
DIEGO LUIZ DE SOUZA VISOTO [35906],20,2022-01-24 00:00:00,AUTO
DIEGO LUIZ DE SOUZA VISOTO [35906],24.9,2023-11-07 00:00:00,ELET
DIEGO LUIZ DE SOUZA VISOTO [35906],127.6,2023-11-07 00:00:00,IATD
DIEGO LUIZ DE SOUZA VISOTO [35906],173.66,2020-08-31 00:00:00,PAPE
DIEGO LUIZ DE SOUZA VISOTO [35906],20,2023-06-23 00:00:00,PSeI
DIEGO MALGARIZI [66092],829.03,2025-08-01 00:00:00,IATD
DIEGO MESA CASA LTDA [62676],1640,2023-06-29 00:00:00,_EVA
DIEGO MESA CASA LTDA [62676],1215,2024-11-08 00:00:00,_PVC
DIEGO MONTEIRO ALVES [64219],83.03,2024-06-03 00:00:00,_ASD
DIEGO MONTEIRO ALVES [64219],12.41,2024-06-03 00:00:00,_EPI
DIEGO MONTEIRO ALVES [64219],599.28,2024-06-03 00:00:00,IATD
DIEGO MORAES [48280],38.5,2016-10-25 00:00:00,FELT
DIEGO MORAES [48280],137,2018-07-18 00:00:00,IATD
DIEGO PALANQUES [38466],3.36,2013-10-16 00:00:00,
DIEGO PALANQUES [38466],17.799999999999997,2013-10-16 00:00:00,_ASD
DIEGO PALANQUES [38466],12.8,2013-10-16 00:00:00,IATD
DIEGO PETERSON DOS SANTOS [44530],355.52,2023-07-31 00:00:00,IATD
DIEGO PETERSON DOS SANTOS [44530],10,2015-07-08 00:00:00,TEFL
DIEGO R SCHMITT [64004],76,2024-09-23 00:00:00,IATD
DIEGO RABUSKE [43921],279.84,2019-06-19 00:00:00,_ASD
DIEGO RABUSKE [43921],918,2018-03-08 00:00:00,_OUT
DIEGO RABUSKE [43921],131.69,2018-05-22 00:00:00,IATD
DIEGO RABUSKE [43921],448.92,2019-11-08 00:00:00,PLXT
DIEGO RABUSKE [43921],123.8,2018-09-06 00:00:00,PSeI
DIEGO RAMOS [64571],3459.5,2024-02-09 00:00:00,IATD
DIEGO ROBERTO CRUZ DA SILVA [51163],17.88,2022-08-24 00:00:00,AUTO
DIEGO ROBERTO CRUZ DA SILVA [51163],750.8100000000001,2022-08-24 00:00:00,IATD
DIEGO ROBERTO DA SILVA MACHADO  [62225],223,2022-08-26 00:00:00,IATD
DIEGO RODRIGUES DA ROSA [61679],323.49,2024-03-22 00:00:00,_ASD
DIEGO RODRIGUES DA ROSA [61679],149.04000000000002,2024-03-22 00:00:00,IATD
DIEGO RODRIGUES DE SOUZA [46921],94.5,2025-07-24 00:00:00,_OUT
DIEGO RODRIGUES DE SOUZA [46921],429.36,2025-07-24 00:00:00,IATD
DIEGO RODRIGUES DE SOUZA [46921],21.84,2021-12-13 00:00:00,PSeI
DIEGO RODRIGUES NARCISO [46999],9,2016-05-09 00:00:00,_ASD
DIEGO RODRIGUES NARCISO [46999],6.6,2017-06-19 00:00:00,_PVC
DIEGO RODRIGUES NARCISO [46999],2.5,2017-06-19 00:00:00,IATD
DIEGO RODRIGUES NARCISO [46999],10,2017-06-19 00:00:00,REFL
DIEGO ROSA SCHMITT [45201],53.75,2022-06-03 00:00:00,IATD
DIEGO SARTONI CORACINI [40629],322,2014-05-21 00:00:00,SATW
DIEGO SILVEIRA DE LIMA [37829],13,2013-08-21 00:00:00,IATD
DIEGO SILVEIRA SALLES [49099],40.489999999999995,2017-02-15 00:00:00,_CFM
DIEGO SILVEIRA SALLES [49099],202.5,2017-02-23 00:00:00,IATD
DIEGO TEIXEIRA ROLHANO [61528],29.86,2022-04-19 00:00:00,IATD
DIEGO URTASSUM MOTTINI - ME [41211],154.5,2014-10-10 00:00:00,_OUT
DIEGO URTASSUM MOTTINI - ME [41211],19.75,2014-09-25 00:00:00,_PVC
DIEGO URTASSUM MOTTINI - ME [41211],80,2014-07-22 00:00:00,IATD
DIEGO URTASSUM MOTTINI - ME [41211],215.8,2014-09-15 00:00:00,PSeI
DIEGO VALENTIM DE SOUZA [47403],40.24,2018-03-05 00:00:00,AUTO
DIEGO VALENTIM DE SOUZA [47403],329.5,2018-03-05 00:00:00,IATD
DIEGO WEIZENMANN [54311],476.9,2019-03-28 00:00:00,IATD
DIEGO WILSEN DA SILVEIRA [36826],20.45,2013-05-23 00:00:00,PSeI
DIEGO WOLLENHAUPT SILVA [67542],49.29,2025-08-28 00:00:00,IATD
DIEGO WOLLENHAUPT SILVA [67542],17,2025-08-28 00:00:00,PSeI
DIELAT INDUSTRIA E COMERCIO DE LATICINIOS LTDA [54221],1254.24,2022-06-08 00:00:00,IATD
DIERRE CRISTIANO LYRA ZAGO [40755],36,2014-06-03 00:00:00,IATD
DIEYSON COSA XAVIER [61381],6,2022-03-21 00:00:00,IATD
DIEYSON COSA XAVIER [61381],84.8,2022-03-21 00:00:00,PAPE
DIEYSON COSA XAVIER [61381],64.52,2022-07-20 00:00:00,PSeI
DIFACHINI COMUNICACAO VISUAL LTDA [30493],683.35,2016-02-26 00:00:00,_ASD
DIFACHINI COMUNICACAO VISUAL LTDA [30493],177.84,2021-08-03 00:00:00,_OUT
DIFACHINI COMUNICACAO VISUAL LTDA [30493],48.32,2013-08-09 00:00:00,ELET
DIFACHINI COMUNICACAO VISUAL LTDA [30493],19638.28,2025-07-17 00:00:00,IATD
DIFACHINI COMUNICACAO VISUAL LTDA [30493],232.5,2023-12-18 00:00:00,PAPE
DIFACHINI COMUNICACAO VISUAL LTDA [30493],138.6,2020-02-10 00:00:00,PSeI
DIFACHINI COMUNICACAO VISUAL LTDA [30493],2928.5,2020-06-09 00:00:00,SATW
DIFACHINI COMUNICACAO VISUAL LTDA [30493],100,2018-05-24 00:00:00,TAPT
DIFERENCIAL TECNOLOGIA E MOVIMENTO LTDA [63990],1,2023-07-26 00:00:00,IATD
DIFERENCIAL TECNOLOGIA E MOVIMENTO LTDA [63990],1,2023-07-26 00:00:00,PSeI
DIGI MASTER COMUNICAÇÃO VISUAL LTDA [30197],139,2013-01-22 00:00:00,_OUT
DIGIBRAZ COMERCIO IND EXPORT E IMPORT  LTDA - EPP [50391],6,2023-11-01 00:00:00,_ASD
DIGIBRAZ COMERCIO IND EXPORT E IMPORT  LTDA - EPP [50391],16.25,2021-10-13 00:00:00,ELET
DIGIBRAZ COMERCIO IND EXPORT E IMPORT  LTDA - EPP [50391],44.5,2025-01-20 00:00:00,IATD
DIGIBRAZ COMERCIO IND EXPORT E IMPORT  LTDA - EPP [50391],84.5,2024-04-11 00:00:00,PSeI
DIGICON SA CONTROLE ELETRONICO PARA MECANICA [25392],475736.52,2025-09-04 00:00:00,_ASD
DIGICON SA CONTROLE ELETRONICO PARA MECANICA [25392],192.4,2020-09-24 00:00:00,_CFM
DIGICON SA CONTROLE ELETRONICO PARA MECANICA [25392],153.52,2020-05-08 00:00:00,_OUT
DIGICON SA CONTROLE ELETRONICO PARA MECANICA [25392],1314.75,2025-06-26 00:00:00,_PVC
DIGICON SA CONTROLE ELETRONICO PARA MECANICA [25392],983.04,2025-08-12 00:00:00,AUTO
DIGICON SA CONTROLE ELETRONICO PARA MECANICA [25392],11255.17,2025-05-14 00:00:00,ELET
DIGICON SA CONTROLE ELETRONICO PARA MECANICA [25392],2325.2200000000003,2025-05-14 00:00:00,FECH
DIGICON SA CONTROLE ELETRONICO PARA MECANICA [25392],12127.140000000001,2025-08-26 00:00:00,IATD
DIGICON SA CONTROLE ELETRONICO PARA MECANICA [25392],44520,2025-07-21 00:00:00,PEL2
DIGICON SA CONTROLE ELETRONICO PARA MECANICA [25392],10316.9,2025-08-26 00:00:00,PSeI
DIGICON SA CONTROLE ELETRONICO PARA MECANICA [25392],140,2017-04-03 00:00:00,SATW
DIGICON SA CONTROLE ELETRONICO PARA MECANICA [25392],754.39,2017-09-19 00:00:00,TAPT
DIGILAB DIGITAL LABORATORIO FOTOGRAFICO LTDA [52813],540,2025-03-20 00:00:00,
DIGILAB DIGITAL LABORATORIO FOTOGRAFICO LTDA [52813],13,2025-05-22 00:00:00,_ASD
DIGILAB DIGITAL LABORATORIO FOTOGRAFICO LTDA [52813],408.4,2025-05-22 00:00:00,_OUT
DIGILAB DIGITAL LABORATORIO FOTOGRAFICO LTDA [52813],375.9,2025-05-22 00:00:00,IATD
DIGISTAR TELECOMUNICACOES SA [28520],64,2013-11-05 00:00:00,_OUT
DIGISTAR TELECOMUNICACOES SA [28520],11237.279999999999,2020-06-09 00:00:00,ELET
DIGISTAR TELECOMUNICACOES SA [28520],9123.5,2014-04-03 00:00:00,FECH
DIGISTAR TELECOMUNICACOES SA [28520],772.5,2014-04-08 00:00:00,FTAQ
DIGISTAR TELECOMUNICACOES SA [28520],36,2017-06-19 00:00:00,IATD
DIGITEL  S/A INDUSTRIA  ELETRONICA. [28301],395.4,2019-04-10 00:00:00,PSeI
DIGITRON IND COM APARELHOS COMPONEN ELETR LTDA [65610],115,2024-07-09 00:00:00,_ASD
DILAMAR SANTOS DA SILVA [43410],152.4,2015-03-11 00:00:00,IATD
DILAMAR SANTOS DA SILVA [43410],15,2015-03-11 00:00:00,PSeI
DILLY NORDESTE INDUSTRIA DE CALCADOS LTDA [63920],10,2023-07-18 00:00:00,IATD
DILOMAR OLIVEIRA DILL JUNIOR [43398],50,2015-03-09 00:00:00,_OUT
DILOMAR OLIVEIRA DILL JUNIOR [43398],10,2015-03-11 00:00:00,PSeI
DILSE DOS SANTOS MACHADO [32706],17,2016-01-12 00:00:00,_ASD
DILSE DOS SANTOS MACHADO [32706],54,2016-01-12 00:00:00,IATD
DILTON ROGERIO DA SILVA 48.575.160 [64297],180.9,2025-06-18 00:00:00,PSeI
DILVA REETZ MULLER [36309],48.83,2013-04-09 00:00:00,PAPE
DILVA REETZ MULLER [36309],2.85,2013-04-09 00:00:00,PSeI
DIMAK CONSTRUCOES E INCORPORACOES LTDA FILIAL [60383],2049.7,2022-04-28 00:00:00,IATD
DIMAK CONSTRUCOES E INCORPORACOES LTDA FILIAL [60383],650,2021-09-24 00:00:00,PAPE
DIMAK CONSTRUCOES E INCORPORACOES MATRIZ [58716],518,2020-12-01 00:00:00,IATD
DIMAS FRAGA DOMINGOS [40181],1008,2014-10-10 00:00:00,IATD
DIMED S A DISTRIBUIDORA DE MEDICAMENTOS [50986],1176,2017-11-13 00:00:00,IATD
DIMED S A DISTRIBUIDORA DE MEDICAMENTOS [50986],2,2019-11-04 00:00:00,PSeI
DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS ELDORADO [57997],647.95,2020-09-04 00:00:00,_ASD
DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS ELDORADO [57997],502.7,2020-09-04 00:00:00,FECH
DIMER EVALDT ARRIETA & CIA LTDA [34407],100,2018-01-16 00:00:00,_OUT
DIMER EVALDT ARRIETA & CIA LTDA [34407],127,2022-01-21 00:00:00,IATD
DINAMICA SERVICOS DE ENGENHARIA LTDA [55404],55,2019-08-21 00:00:00,_EPI
DINAMICA SERVICOS DE ENGENHARIA LTDA [55404],42,2019-08-21 00:00:00,IATD
DINAMICA SERVICOS DE ENGENHARIA LTDA [55404],1496,2019-08-28 00:00:00,SATW
DINAR CALICI [35640],104.58000000000001,2013-03-25 00:00:00,IATD
DINAR CALICI [35640],8.5,2013-02-07 00:00:00,PSeI
DINDA ALIMENTOS EIRELI [51549],279.95,2022-05-04 00:00:00,_OUT
DINDA ALIMENTOS EIRELI [51549],95.75,2020-08-19 00:00:00,IATD
DINDA ALIMENTOS EIRELI [51549],230.85000000000002,2022-05-04 00:00:00,PSeI
DINDA ALIMENTOS EIRELI [51549],416.25,2022-06-03 00:00:00,TEFL
DINNEBIER & BERTOLDI LTDA - ME [37964],160,2013-09-03 00:00:00,PSeI
DINOS CAR COM. PECAS VEICULOS NOVAS USADAS LTDA. [28598],180.84,2013-07-17 00:00:00,_OUT
DINOS CAR COM. PECAS VEICULOS NOVAS USADAS LTDA. [28598],135.36,2013-07-17 00:00:00,PSeI
DIOGO BULAU MARSICANO [37564],9.5,2016-12-05 00:00:00,_ASD
DIOGO BULAU MARSICANO [37564],5,2013-07-30 00:00:00,_EPI
DIOGO BULAU MARSICANO [37564],172.63,2022-07-27 00:00:00,_OUT
DIOGO BULAU MARSICANO [37564],264.72,2025-05-27 00:00:00,ELET
DIOGO BULAU MARSICANO [37564],9.98,2020-09-03 00:00:00,FECH
DIOGO BULAU MARSICANO [37564],32,2025-02-12 00:00:00,IATD
DIOGO BULAU MARSICANO [37564],44.32,2023-04-06 00:00:00,PAPE
DIOGO BULAU MARSICANO [37564],8.75,2022-07-27 00:00:00,PSeI
DIOGO DA SILVA VARGAS [51177],37.8,2017-12-04 00:00:00,REFL
DIOGO FELIPE MATTA LOPES [64916],25.88,2024-02-16 00:00:00,ELET
DIOGO FUHRMANN DA SILVA - ME [51554],89.65,2018-01-26 00:00:00,_ASD
DIOGO GONÇALVES RODRIGUEIRO [39892],1.8,2014-03-10 00:00:00,ELET
DIOGO GONÇALVES RODRIGUEIRO [39892],27.74,2017-09-29 00:00:00,FECH
DIOGO GONÇALVES RODRIGUEIRO [39892],10,2025-07-30 00:00:00,IATD
DIOGO LEICHTWEIS [46219],37.1,2016-04-07 00:00:00,IATD
DIOGO LUIS DALLAGO [61585],163.47,2022-04-29 00:00:00,IATD
DIOGO LUIS DALLAGO [61585],23.85,2022-04-29 00:00:00,SIKA
DIOGO MELLO DE AVILA [56080],18,2019-11-12 00:00:00,IATD
DIOGO PEREIRA DA SILVA [34030],10,2015-05-06 00:00:00,
DIOGO PEREIRA DA SILVA [34030],42.96,2023-02-15 00:00:00,_ASD
DIOGO PEREIRA DA SILVA [34030],8.88,2023-08-23 00:00:00,_EPI
DIOGO PEREIRA DA SILVA [34030],20,2019-03-11 00:00:00,_PVC
DIOGO PEREIRA DA SILVA [34030],15,2016-07-29 00:00:00,AUTO
DIOGO PEREIRA DA SILVA [34030],11.85,2017-04-24 00:00:00,ELET
DIOGO PEREIRA DA SILVA [34030],50,2015-05-06 00:00:00,FECH
DIOGO PEREIRA DA SILVA [34030],101.52000000000001,2023-08-23 00:00:00,IATD
DIOGO PEREIRA DA SILVA [34030],201,2022-08-22 00:00:00,PAPE
DIOGO PEREIRA DA SILVA [34030],19.08,2025-04-23 00:00:00,PSeI
DIOGO SCHONS MALAQUIAS [66093],45,2024-10-07 00:00:00,_PVC
DIOGO SILVA MARTINS [46905],28.2,2019-06-26 00:00:00,IATD
DIONATAN CARVALHO DA SILVA [57455],83,2020-06-23 00:00:00,_ASD
DIONATAN SOUZA DA CUNHA  [58650],13.05,2020-11-11 00:00:00,REFL
DIONATHAN DA SILVEIRA BONELI [39258],17.92,2014-01-09 00:00:00,ELET
DIONATHAN DA SILVEIRA BONELI [39258],57,2017-12-21 00:00:00,IATD
DIONE PEDRO DOS SANTOS SILVA [61693],2107.2999999999997,2024-10-25 00:00:00,IATD
DIONEI SITNINSKI [64268],457.36,2024-03-07 00:00:00,_OUT
DIONEI SITNINSKI [64268],50,2023-11-10 00:00:00,AUTO
DIONEI SITNINSKI [64268],1236.57,2024-01-19 00:00:00,IATD
DIONEI SITNINSKI [64268],2,2023-09-15 00:00:00,PR3M
DIONES PINHEIRO MARTINS [37233],47.07,2014-09-10 00:00:00,_OUT
DIONES PINHEIRO MARTINS [37233],22,2013-07-02 00:00:00,AUTO
DIONISIO MESTRE DE AZEVEDO [52917],107,2018-08-20 00:00:00,_ASD
DIONISIO SAUL FRIEDRICH & CIA LTDA [64778],4.67,2024-01-19 00:00:00,_ASD
DIONISIO SAUL FRIEDRICH & CIA LTDA [64778],60.8,2024-01-19 00:00:00,ELET
DIONISIO SAUL FRIEDRICH & CIA LTDA [64778],526.99,2024-01-19 00:00:00,IATD
DIORGE DIANDER DA CUNHA ROCHA [65309],186,2024-05-17 00:00:00,IATD
DIOSEFFER LUIS RUCHINSKI DE SOUZA [49077],98.53,2017-02-13 00:00:00,IATD
DIOVANE HENRIQUE SILVA LIOTI [67352],48.72,2025-07-23 00:00:00,IATD
DIOVANI MARANGON [47159],270,2016-10-21 00:00:00,IATD
DIOVANI OLIVEIRA DE SOUZA [61941],238.5,2022-07-21 00:00:00,_ASD
DIPEBOR BORRACHAS INDUSTRIAIS LTDA [65385],8554.900000000001,2024-10-07 00:00:00,IATD
DIPESUL VEICULOS LTDA  [52111],250,2018-04-20 00:00:00,PSeI
DIPONTO COMERCIO RELOGIOS LTDA. [27839],582.48,2015-11-06 00:00:00,PSeI
DIPROLI DIST DE PRODUTOS DE LIMPEZA E HIG [64026],2286,2025-07-29 00:00:00,AUTO
